date,regular,premium,diesel
2021-05-03,20.17768551711628,21.91198909221379,21.59597176221106
2021-05-10,20.23282157041259,22.00404226861817,21.6499957983031
2021-05-17,20.26810174638212,22.03787359058564,21.60949410073233
2021-05-24,20.10169258554276,22.05384653503976,21.71457445252415
2021-05-31,20.18768097323284,22.02304403449382,21.70120208511053
2021-06-07,20.26204620150477,22.1104254250111,21.75451961026923
2021-06-14,20.26614963824953,22.12461906915128,21.68287225688682
2021-06-21,20.21170960832411,22.08016865832733,21.71672440038082
2021-06-28,20.49117281485812,22.22969081435627,21.72441608908229
2021-07-05,20.26699280791312,22.19708379132996,21.71925948041307
2021-07-12,20.32549092597752,22.19553058534889,21.73062827110424
2021-07-19,20.22833489597435,22.23184375153178,21.82377466299974
2021-07-26,20.29611096636179,22.15049219744154,21.77327911922034
2021-08-02,20.41568465086343,22.26506111033328,21.86386760567436
2021-08-09,20.3256762832166,22.26558741293863,21.88776540684255
2021-08-16,20.44971293981982,22.35091332071849,21.78968120161878
2021-08-23,20.28293953250091,22.25976856879574,21.71114069237433
2021-08-30,20.11055761453729,22.26516664533567,21.71071693045763
2021-09-06,20.36012775862576,22.22783297928914,21.79015162279817
2021-09-13,20.23288056590733,22.36786845113443,21.71570425010795
2021-09-20,20.13233700370381,22.25391706629968,21.79785495622186
2021-09-27,20.03419598452454,22.25159216539907,21.68676012616447
2021-10-04,20.07190210181525,22.28405790922713,21.65906168239759
2021-10-11,20.09376498982455,22.3779023711288,21.65672106210201
2021-10-18,20.30904752737472,22.31475962446029,21.74024749670792
2021-10-25,20.23255173593358,22.28927560964813,21.63871536846441
2021-11-01,19.96631547624034,22.42006451900198,21.58020446311124
2021-11-08,20.05746580470995,22.32711230623337,21.63242674606855
2021-11-15,19.92961076352263,22.19306447437915,21.50002899986954
2021-11-22,20.09412048911926,22.15485319797946,21.59799061005889
2021-11-29,20.16185863783076,22.30585404031206,21.71473842189519
2021-12-06,20.2950052262457,22.34937570150347,21.69080851545741
2021-12-13,20.18309405943551,22.33317859987131,21.67992820923425
2021-12-20,20.30528515543002,22.47955652392729,21.90289448335634
2021-12-27,20.40459532156578,22.52770297681263,21.90321409805639
2022-01-03,20.56402025204978,22.66495522403281,22.02888842877648
2022-01-10,20.66762915051249,22.58857336578917,22.10273757673018
2022-01-17,20.57291281596026,22.73010102907676,22.16173974462756
2022-01-24,20.68731877033368,22.77081401659226,22.19115815548544
2022-01-31,20.73664812930339,22.83515453286375,22.19248056636354
2022-02-07,20.70295190493137,22.80254547662369,22.3113212613789
2022-02-14,20.81123267938947,22.85211541627513,22.33331591949854
2022-02-21,20.90641256157305,23.102344540592,22.3811495265827
2022-02-28,20.95687984776458,23.04902830715768,22.30137914317627
2022-03-07,21.13121281240006,23.15409853036461,22.48645604689738
2022-03-14,21.21433198480768,23.21780487817054,22.73910147340491
2022-03-21,21.31421458969848,23.21480679299017,22.85480077313094
2022-03-28,21.40745410516063,23.32087629814918,22.73222937360163
2022-04-04,21.39648843283375,23.33130748481542,22.92014778006864
2022-04-11,21.42488584066318,23.31357863767784,23.04542762496267
2022-04-18,21.371396518275,23.47154165033204,23.05298174515174
2022-04-25,21.57547737573747,23.47385796082515,23.15286945040551
2022-05-02,21.47912117754119,23.50126832731394,23.20768418759156
2022-05-09,21.64391266319415,23.50962310164173,23.24985185812569
2022-05-16,21.74148756688632,23.69556253507881,23.29528407135466
2022-05-23,21.68954137246732,23.6442737008092,23.34921330240752
2022-05-30,21.76973415562475,23.866159418361,23.32523412860352
2022-06-06,21.73572263835364,23.79673318501104,23.35682606424112
2022-06-13,21.87969648375778,23.86580316074546,23.37549028085664
2022-06-20,21.90694823392294,23.87893668776132,23.37624798325798
2022-06-27,21.83414693049175,23.90770082525325,23.56699627424302
2022-07-04,21.76356697646052,23.89727848808942,23.48408727717549
2022-07-11,21.83722148898089,23.76078976477736,23.39046536312819
2022-07-18,21.77592602063904,23.93763589418042,23.50170734431549
2022-07-25,21.8563557441022,23.84265534956083,23.47002130963081
2022-08-01,21.81119234213389,23.88582976521279,23.45581157536064
2022-08-08,21.98128716769296,23.9344743341701,23.49660510383251
2022-08-15,21.90268109760687,23.98487315388215,23.43701676100302
2022-08-22,21.89964150423491,24.05151990873194,23.61209696686549
2022-08-29,22.02179273532377,24.05167910431269,23.52786112588117
2022-09-05,21.83441230764098,23.83491925263604,23.5932347307639
2022-09-12,21.71049056654729,23.94806177437519,23.51400981531939
2022-09-19,21.68001553219626,23.98277657950729,23.59228982677993
2022-09-26,21.80125441300613,23.98254255584775,23.53533861886717
2022-10-03,21.74286235745704,24.09809285929952,23.65389314567287
2022-10-10,21.81407636285961,24.01575737594153,23.64262944231755
2022-10-17,21.99399812822756,24.16669039513504,23.73828353954113
2022-10-24,21.93911802008525,24.14913232834529,23.64059187040573
2022-10-31,22.05666130810743,24.24189595652793,23.70505528768366
2022-11-07,22.11310294580877,24.26507449415,23.73214305740212
2022-11-14,22.03135015094732,24.22577776954298,23.81442601676129
2022-11-21,21.76933648712736,24.19773168641028,23.8375516264819
2022-11-28,21.38519722390395,23.88566043822854,23.70728931736937
2022-12-05,21.52772977579647,23.93745456891341,23.70988874114483
2022-12-12,21.53379240456738,23.83257938254975,23.56511680827146
2022-12-19,21.30579151428731,23.86318649168658,23.68245247870273
2022-12-26,21.52061680349938,23.86788184015363,23.69096435528619
2023-01-02,21.74912835563011,23.94434309469555,23.75676193207019
2023-01-09,21.79301177111864,24.06020892757801,23.62549140899104
2023-01-16,21.67313910522905,23.98187989400711,23.79583111835527
2023-01-23,21.66679762845403,24.02841831874052,23.86451375246051
2023-01-30,21.79924979621052,24.09238036154402,23.72870877970512
2023-02-06,21.81557628626029,24.15817054084798,23.69036750977857
2023-02-13,21.52448670935523,24.10904314624412,23.60640127261279
2023-02-20,21.78434736898773,24.17049224373249,23.67947651264168
2023-02-27,21.7937899563671,24.01352904236258,23.48580628939814
2023-03-06,21.64595286392355,24.18341405345485,23.77804160123734
2023-03-13,21.94345521249284,24.14145704926299,23.84028730531793
2023-03-20,21.93693460376262,24.16990625303889,23.75458728091258
2023-03-27,21.86843563467822,24.22725276452629,23.74263828350702
2023-04-03,21.93279710450336,24.18992061879507,23.68968123755837
2023-04-10,21.96221430794406,24.1917244470422,23.70827342792882
2023-04-17,21.97317348813006,24.1647791354414,23.72180839872457
2023-04-24,22.03951990465443,24.2826750011825,23.70632224069713
2023-05-01,21.91747883839955,24.286601993577,23.71434671766443
2023-05-08,21.96560431886409,24.36442129975975,23.59846445942081
2023-05-15,21.84470553460548,24.13895992789043,23.52369605826741
2023-05-22,21.92545252624585,24.29013871812585,23.5643757211751
2023-05-29,21.83344034524425,24.16690190997975,23.77487262673084
2023-06-05,22.00398989229011,24.24144598600063,23.82588634395676
2023-06-12,21.89636318716032,24.10258257279774,23.70774681847137
2023-06-19,21.98667917628645,24.3110468720444,23.805693525834
2023-06-26,21.89043713675667,24.24000975814189,23.72357838898973
2023-07-03,21.85430602364192,24.31423513846635,23.73438880884661
2023-07-10,22.04817424611645,24.32494121774601,23.7098073736753
2023-07-17,22.0328202005905,24.2374470866075,23.81021539974629
2023-07-24,22.19214600837696,24.41248465084078,23.80922703108162
2023-07-31,22.20985286477655,24.41194470755439,23.87376985451188
2023-08-07,22.14963006172731,24.35660936460791,24.11357806231379
2023-08-14,22.34809309139377,24.5461762731497,24.09150916063052
2023-08-21,22.4203738430161,24.51787171687424,24.06889920592107
2023-08-28,22.3317394207308,24.60219403512784,24.10794496808639
2023-09-04,22.27326773673859,24.58878135249049,24.11154136383226
2023-09-11,22.3356245519991,24.48620308866131,24.09654777374903
2023-09-18,22.44573042228581,24.69118010256458,24.24865924054296
2023-09-25,22.30612900665011,24.58139172183185,24.19553481477104
2023-10-02,22.27590604256908,24.57747389100447,24.19268193389038
2023-10-09,22.24815186628699,24.63621278185035,24.175069627408
2023-10-16,22.20089100035926,24.59861182306654,24.0730556784274
2023-10-23,22.20409117846987,24.65216486903074,24.22725459861547
2023-10-30,22.50925865851254,24.63384420503351,24.26764910778624
2023-11-06,22.15546695840881,24.53213901129638,24.21893627993247
2023-11-13,22.20413571374582,24.44060536106479,24.17715335506411
2023-11-20,22.18078045305556,24.2688916397595,24.02019992656311
2023-11-27,22.35404335130773,24.27628108443855,24.00647041622862
2023-12-04,22.1635733726013,24.26285220455468,24.14003975130888
2023-12-11,22.1269861855795,24.16608442418185,24.1426832392518
2023-12-18,21.89399924294273,23.9489691728334,24.13125032171373
2023-12-25,22.06895013685572,23.99613683834634,24.23013415351479
2024-01-01,21.93975277869501,24.07532306394862,24.16301811255338
2024-01-08,22.25154390781315,24.10662151013531,24.16182282015785
2024-01-15,22.11957752308757,24.03413010323664,24.331036236501
2024-01-22,22.14020684859455,24.18548647717081,24.53301433478242
2024-01-29,22.3120602231499,24.24346014145828,24.63011947818827
2024-02-05,22.79551992920029,24.56603956023292,24.79697212720092
2024-02-12,22.86473637385114,24.45272819602917,24.71245668342132
2024-02-19,23.0467349555321,24.60569138252444,24.98537127381525
2024-02-26,23.26421235662631,24.74874007141851,24.9693265518887
2024-03-04,23.10385353568414,24.70006795042108,24.92436056456821
2024-03-11,23.15384330437741,24.79579186594133,24.92325237438344
2024-03-18,23.15746914362201,24.92467545988043,24.87431032509961
2024-03-25,23.34334347723036,25.0186631329845,24.98686242596603
2024-04-01,23.36377116108282,25.10377062992644,25.06131030144028
2024-04-08,23.37348421445024,25.16815535536532,25.01558874315398
2024-04-15,23.51906916321767,25.21836428157171,25.12095396143681
2024-04-22,23.52107180144876,25.32731032296321,25.19533280287138
2024-04-29,23.47890859871023,25.38621667388333,25.19310793778065
2024-05-06,23.63833372032037,25.33137216562978,25.22068299165129
2024-05-13,23.44357243865338,25.34982155944745,25.04307177149707
2024-05-20,23.38468642688417,25.20371464791676,25.10366243718445
2024-05-27,23.3774204964591,25.13560276338877,25.09645957671917
2024-06-03,23.56571760830497,25.16170604446603,24.90521900379517
2024-06-10,23.43924040982056,25.10132101367055,25.00228230501568
2024-06-17,23.49732729354186,25.04815909893437,25.01648046399848
2024-06-24,23.59419937230871,25.25686557980507,25.40238525643903
2024-07-01,23.76265350943132,25.20845661914649,25.4345299915167
2024-07-08,23.88944948651755,25.47690484196124,25.52090586654407
2024-07-15,23.8993416998157,25.52358048866766,25.6994791975928
2024-07-22,23.80530686796944,25.45290618313369,25.59026457222146
2024-07-29,23.89188320178625,25.55398157245191,25.66998754238695
2024-08-05,23.9775581456315,25.5175328650534,25.63589711275063
2024-08-12,24.00222201144597,25.6233016727811,25.62421317230604
2024-08-19,24.06254157060649,25.61870626034493,25.73644664356114
2024-08-26,23.97813038638358,25.54300753887991,25.49356485557838
2024-09-02,24.05381069669021,25.590195630921,25.64248217087092
2024-09-09,24.00473024237382,25.56757151668185,25.62338589982401
2024-09-16,23.8250611668374,25.369690135198,25.5207534378043
2024-09-23,23.85720869057534,25.23909890377884,25.45444106420577
2024-09-30,23.65264481227035,25.26540349239592,25.35775172260662
2024-10-07,23.72638033553227,25.11934425819835,25.35120515404134
2024-10-14,23.86593827315994,25.26369544098421,25.43014717752763
2024-10-21,23.86880804180172,25.21966397776936,25.51780036584624
2024-10-28,23.83299470103604,25.21256744337799,25.461849147035
2024-11-04,23.72389577126572,25.22284689447959,25.39237446510277
2024-11-11,23.93304431704306,25.33036371837596,25.50289551294767
2024-11-18,23.86924281858776,25.21204044797508,25.58004419393512
2024-11-25,23.8948612075432,25.17538854735262,25.61422012809093
2024-12-02,23.997996077182,25.34684956868048,25.61400521514586
2024-12-09,23.99148456421314,25.46178515712277,25.62673122315747
2024-12-16,23.91682444318937,25.45096635180963,25.71709605646604
2024-12-23,23.95645095775036,25.42823700218775,25.73227430831833
2024-12-30,24.04143933228142,25.36771533533161,25.68568647833759
2025-01-06,23.94481907545305,25.42217853867041,25.88452626565227
2025-01-13,24.17633641001159,25.61519107499287,26.15152995346192
2025-01-20,24.39467706819215,25.60270989597172,26.11908059030311
2025-01-27,24.35309285945146,25.77734984856988,26.06002736095517
2025-02-03,24.21738881538816,25.75536854977364,26.2271475161923
2025-02-10,24.2969776999729,25.69143694125253,26.08838086314953
2025-02-17,24.24796235840499,25.73441548019846,26.07509354849607
2025-02-24,24.18065893178758,25.62493468487251,26.10269654878705
2025-03-03,24.21075980883748,25.60276126562697,26.14945193360376
2025-03-10,23.76924075160894,25.55756017346334,26.10539186978369
2025-03-17,23.84693470868681,25.57468552902328,25.88818423205757
2025-03-24,23.70361074337132,25.57261960626057,26.06099870303877
2025-03-31,23.51165635596056,25.6108860288418,26.03094935524653
2025-04-07,23.62490936140847,25.69625124104545,26.08302261345057
2025-04-14,23.55718908588517,25.72027625410625,26.12671283303668
2025-04-21,23.65933370365205,25.80862762890138,26.05665870968415
2025-04-28,23.49693031888981,25.67242126679301,25.97748498469242
2025-05-05,23.56822087014698,25.6736614583606,26.01620776087592
